,Record_Number,Region,RESIDENCE_TYPE,Family_Composition,sex,age,Marital_Status,student,Country_Of_Birth,health,Ethnic_Group,religion,Economic_Activity,Occupation,industry,Hours_Worked_Per_Week,Approximate_Social_Grade
48914,48915,S92000003,P,1,1,7,2,2,1,2,1,1,5,3,9,X,2
48915,48916,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
48916,48917,S92000003,P,1,1,6,2,2,1,4,1,2,1,8,11,1,4
48917,48918,S92000003,P,1,1,6,2,2,1,1,1,2,1,1,9,3,1
48918,48919,S92000003,P,1,2,5,2,2,1,1,1,2,1,7,7,2,2
48919,48920,S92000003,P,1,1,7,2,2,1,3,1,1,5,2,6,X,1
48920,48921,S92000003,P,1,1,5,2,2,1,1,1,2,1,5,2,3,3
48921,48922,S92000003,P,1,2,4,2,2,1,1,1,2,1,8,2,2,3
48922,48923,S92000003,P,1,2,8,2,2,1,3,1,2,5,2,10,X,1
48923,48924,S92000003,P,0,2,7,5,2,1,1,1,2,5,6,11,X,4
48924,48925,S92000003,P,0,2,3,1,2,1,2,1,1,1,6,11,3,2
48925,48926,S92000003,P,2,2,5,4,2,1,2,1,1,9,6,11,X,3
48926,48927,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
48927,48928,S92000003,P,1,2,5,3,2,2,1,1,1,1,1,11,3,1
48928,48929,S92000003,P,4,1,3,1,2,1,1,1,2,1,6,10,3,4
48929,48930,S92000003,P,0,2,4,4,2,1,2,1,9,8,7,6,X,2
48930,48931,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
48931,48932,S92000003,P,0,2,4,4,2,1,1,1,1,1,4,13,3,2
48932,48933,S92000003,P,4,2,1,1,1,1,2,1,1,X,X,X,X,X
48933,48934,S92000003,P,0,1,8,4,2,1,2,1,2,5,9,5,X,4
48934,48935,S92000003,P,1,2,8,2,2,1,3,1,2,5,7,4,X,4
48935,48936,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
48936,48937,S92000003,P,1,2,5,2,2,1,2,1,2,1,6,11,2,4
48937,48938,S92000003,P,1,1,6,2,2,1,2,1,1,1,5,13,3,3
48938,48939,S92000003,P,0,1,8,4,2,2,2,1,2,5,8,6,X,3
48939,48940,S92000003,P,0,2,7,5,2,1,2,1,2,1,2,13,2,1
48940,48941,S92000003,P,1,1,6,2,2,1,2,1,2,1,1,2,4,1
48941,48942,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
48942,48943,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
48943,48944,S92000003,P,1,2,4,2,2,1,1,1,2,7,3,2,X,2
48944,48945,S92000003,P,2,1,6,4,2,1,2,1,1,1,3,2,4,2
48945,48946,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
48946,48947,S92000003,P,0,2,6,4,2,1,3,1,2,8,9,5,X,4
48947,48948,S92000003,P,4,2,2,1,2,1,1,1,1,7,6,13,X,4
48948,48949,S92000003,P,2,1,2,1,2,1,1,1,1,3,9,13,X,4
48949,48950,S92000003,P,0,2,6,5,2,1,4,1,2,8,X,X,X,4
48950,48951,S92000003,P,4,2,5,2,2,1,2,1,2,1,6,11,2,4
48951,48952,S92000003,P,1,1,8,2,2,1,3,1,1,5,8,2,X,4
48952,48953,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
48953,48954,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
48954,48955,S92000003,P,4,2,6,1,2,1,2,1,1,1,6,11,2,3
48955,48956,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
48956,48957,S92000003,P,4,2,1,1,2,1,2,1,1,X,X,X,X,X
48957,48958,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
48958,48959,S92000003,P,1,1,4,1,2,1,2,1,1,1,8,13,3,3
48959,48960,S92000003,P,1,1,2,1,2,1,1,1,1,1,3,4,3,4
48960,48961,S92000003,P,1,1,5,2,2,1,2,1,2,1,9,8,2,4
48961,48962,S92000003,P,1,1,8,2,2,1,3,1,1,5,8,6,X,4
48962,48963,S92000003,P,1,2,5,2,2,1,1,1,2,1,7,4,3,1
48963,48964,S92000003,P,4,2,4,1,2,1,3,1,9,1,7,8,2,2
48964,48965,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,4
48965,48966,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
48966,48967,S92000003,P,0,2,2,1,1,1,3,1,1,6,X,X,X,4
48967,48968,S92000003,P,2,2,3,1,2,1,1,1,2,1,4,2,3,1
48968,48969,S92000003,P,0,2,5,4,2,2,2,1,1,1,7,4,3,4
48969,48970,S92000003,P,1,2,6,2,2,1,1,1,2,7,6,11,X,4
48970,48971,S92000003,P,4,2,4,4,2,1,2,1,1,1,6,11,1,3
48971,48972,S92000003,P,1,1,6,2,2,1,2,1,2,5,9,8,X,4
48972,48973,S92000003,P,1,1,6,2,2,1,1,1,2,1,3,8,4,2
48973,48974,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
48974,48975,S92000003,P,3,1,4,4,2,1,1,1,2,3,5,3,X,3
48975,48976,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
48976,48977,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
48977,48978,S92000003,P,0,2,8,5,2,1,3,1,2,5,7,4,X,4
48978,48979,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
48979,48980,S92000003,P,0,1,6,1,2,1,2,1,1,5,9,3,X,4
48980,48981,S92000003,C,X,1,1,1,1,1,2,1,9,X,X,X,X,X
48981,48982,S92000003,P,0,2,8,5,2,1,3,1,2,5,9,11,X,4
48982,48983,S92000003,P,5,2,8,1,2,1,2,1,2,5,4,12,X,2
48983,48984,S92000003,P,1,1,3,2,2,2,2,1,2,1,8,2,3,4
48984,48985,S92000003,P,1,2,6,2,2,1,1,1,1,1,2,9,4,1
48985,48986,S92000003,P,1,1,7,2,2,1,2,1,1,5,5,2,X,3
48986,48987,S92000003,P,1,1,4,2,2,1,2,1,2,3,9,5,X,4
48987,48988,S92000003,P,1,2,4,2,2,1,3,1,2,1,4,11,3,2
48988,48989,S92000003,P,2,1,4,1,2,2,1,1,1,1,2,10,3,1
48989,48990,S92000003,P,2,2,3,1,2,2,2,1,9,1,9,4,1,4
48990,48991,S92000003,P,1,2,5,2,2,1,4,1,2,7,6,4,X,2
48991,48992,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
48992,48993,S92000003,P,1,1,6,2,2,1,3,1,1,3,8,1,X,4
48993,48994,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
48994,48995,S92000003,P,1,2,3,2,2,1,1,1,1,1,2,11,1,1
48995,48996,S92000003,P,1,1,1,1,2,1,2,1,1,X,X,X,X,X
48996,48997,S92000003,P,0,1,3,1,2,1,2,1,1,2,5,8,4,3
48997,48998,S92000003,C,X,1,6,1,2,1,4,1,2,8,X,X,X,X
48998,48999,S92000003,C,X,1,6,4,2,1,2,1,2,8,X,X,X,X
48999,49000,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
49000,49001,S92000003,P,2,1,3,1,2,1,1,1,1,1,9,5,2,1
49001,49002,S92000003,P,1,2,4,2,2,1,1,1,2,2,1,2,2,2
49002,49003,S92000003,P,0,2,5,4,2,2,2,1,3,1,2,10,3,1
49003,49004,S92000003,P,1,2,7,2,2,1,2,1,2,5,2,10,X,1
49004,49005,S92000003,P,4,2,4,1,2,1,3,1,2,1,4,11,2,2
49005,49006,S92000003,P,0,1,6,4,2,1,2,1,2,2,5,5,3,3
49006,49007,S92000003,P,2,1,3,1,2,1,1,1,1,1,8,8,4,4
49007,49008,S92000003,P,2,1,2,1,2,1,1,1,1,3,8,3,X,4
49008,49009,S92000003,P,1,2,2,1,2,1,2,1,1,1,9,5,3,3
49009,49010,S92000003,P,0,2,5,1,2,1,1,1,2,1,2,11,3,2
49010,49011,S92000003,P,4,2,4,1,2,1,3,1,9,2,3,11,2,2
49011,49012,S92000003,P,1,1,8,2,2,1,4,1,2,5,7,4,X,4
49012,49013,S92000003,P,1,1,8,2,2,1,3,1,2,5,9,8,X,4
49013,49014,S92000003,P,1,1,5,2,2,1,3,1,2,7,9,4,X,4
49014,49015,S92000003,P,0,2,5,1,2,1,3,1,2,1,9,8,3,4
49015,49016,S92000003,P,0,2,7,5,2,1,3,1,2,5,9,4,X,4
49016,49017,S92000003,P,0,1,3,1,2,1,2,1,1,1,5,4,4,3
49017,49018,S92000003,P,1,1,4,2,2,1,1,1,1,1,3,11,3,2
49018,49019,S92000003,P,1,1,6,2,2,1,2,1,2,1,8,4,3,3
49019,49020,S92000003,P,1,1,6,2,2,1,1,1,2,1,8,4,3,4
49020,49021,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
49021,49022,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
49022,49023,S92000003,P,1,2,5,2,2,2,1,1,2,7,X,X,X,2
49023,49024,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
49024,49025,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,3
49025,49026,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
49026,49027,S92000003,P,0,2,6,4,2,1,5,1,2,8,7,11,X,4
49027,49028,S92000003,P,0,2,8,5,2,1,2,1,2,5,2,11,X,2
49028,49029,S92000003,P,1,1,7,2,2,2,1,3,7,5,X,X,X,4
49029,49030,S92000003,P,1,1,5,2,2,1,3,1,2,1,5,12,4,3
49030,49031,S92000003,P,0,1,5,1,2,1,2,1,2,2,5,1,4,3
49031,49032,S92000003,P,1,2,7,2,2,1,1,1,2,5,4,11,X,3
49032,49033,S92000003,P,0,1,5,2,2,1,2,1,1,3,5,8,X,3
49033,49034,S92000003,P,1,1,4,1,2,1,2,1,2,1,5,9,3,3
49034,49035,S92000003,P,2,1,4,1,2,1,2,1,2,1,2,11,3,2
49035,49036,S92000003,P,2,2,4,4,2,1,2,1,1,1,5,5,4,3
49036,49037,S92000003,P,1,1,6,2,2,1,3,1,2,8,8,3,X,4
49037,49038,S92000003,P,0,2,5,4,2,1,2,1,2,1,9,12,2,4
49038,49039,S92000003,P,1,1,2,1,2,1,1,1,2,3,9,8,X,3
49039,49040,S92000003,P,5,2,7,1,2,1,1,1,2,5,4,10,X,2
49040,49041,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
49041,49042,S92000003,P,1,1,5,3,2,1,2,1,2,1,6,11,2,4
49042,49043,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
49043,49044,S92000003,P,1,1,5,2,2,1,2,1,2,1,6,8,4,3
49044,49045,S92000003,P,1,2,1,1,1,1,1,1,9,X,X,X,X,X
49045,49046,S92000003,P,1,1,3,2,2,1,1,1,1,1,5,8,3,3
49046,49047,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
49047,49048,S92000003,P,2,1,5,4,2,1,1,1,2,2,5,4,4,3
49048,49049,S92000003,P,1,1,8,2,2,1,2,1,2,5,8,6,X,3
49049,49050,S92000003,P,1,2,4,2,2,1,1,1,9,1,4,8,1,3
49050,49051,S92000003,P,1,1,5,2,2,1,1,1,1,1,3,10,3,2
49051,49052,S92000003,P,2,2,1,1,2,1,1,1,1,X,X,X,X,X
49052,49053,S92000003,P,1,2,2,1,1,1,1,1,1,6,X,X,X,1
49053,49054,S92000003,P,1,2,7,2,2,1,3,1,2,5,4,10,X,4
49054,49055,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
49055,49056,S92000003,P,0,1,4,1,2,1,2,1,1,3,X,X,X,4
49056,49057,S92000003,P,4,2,3,1,2,1,1,1,1,1,4,4,3,4
49057,49058,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
49058,49059,S92000003,P,1,1,2,1,2,1,1,1,2,1,5,3,3,3
49059,49060,S92000003,P,1,1,7,2,2,1,3,1,2,5,5,8,X,4
49060,49061,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
49061,49062,S92000003,P,1,1,7,2,2,1,1,1,2,5,2,10,X,1
49062,49063,S92000003,P,1,2,5,2,2,1,2,1,1,1,7,4,1,4
49063,49064,S92000003,P,1,1,3,2,2,1,1,1,1,1,9,4,2,3
49064,49065,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
49065,49066,S92000003,P,0,2,3,1,2,1,1,1,2,1,2,10,3,1
49066,49067,S92000003,P,4,2,3,1,2,1,3,1,2,8,4,7,X,2
49067,49068,S92000003,P,3,1,4,4,2,1,2,1,2,8,8,2,X,4
49068,49069,S92000003,P,4,2,2,1,2,1,1,1,2,1,7,4,2,4
49069,49070,S92000003,P,2,2,3,1,2,1,2,1,2,1,4,9,2,2
49070,49071,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
49071,49072,S92000003,P,4,2,2,1,2,1,2,1,2,1,3,11,2,2
49072,49073,S92000003,P,0,2,8,5,2,1,3,1,2,5,5,2,X,3
49073,49074,S92000003,P,0,1,6,1,2,1,2,1,2,8,9,2,X,4
49074,49075,S92000003,P,1,2,5,2,2,1,3,1,2,1,4,9,3,2
49075,49076,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
49076,49077,S92000003,P,1,2,1,1,2,1,1,1,9,X,X,X,X,X
49077,49078,S92000003,P,1,2,6,2,2,1,2,1,2,1,4,9,2,4
49078,49079,S92000003,P,2,2,2,1,1,1,2,1,2,6,4,2,X,4
49079,49080,S92000003,P,1,1,7,2,2,1,2,1,1,5,5,2,X,3
49080,49081,S92000003,P,0,2,7,5,2,1,3,1,2,5,9,8,X,4
49081,49082,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
49082,49083,S92000003,P,1,2,7,2,2,1,1,1,1,1,2,10,3,1
49083,49084,S92000003,P,0,2,7,4,2,1,1,1,2,5,6,11,X,4
49084,49085,S92000003,P,1,2,6,2,2,1,1,1,1,1,6,11,3,4
49085,49086,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
49086,49087,S92000003,P,1,2,4,2,2,1,1,1,2,1,4,6,2,1
49087,49088,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
49088,49089,S92000003,C,X,2,8,5,2,1,3,1,9,5,5,13,X,X
49089,49090,S92000003,C,X,2,8,2,2,1,3,1,9,5,3,6,X,X
49090,49091,S92000003,C,X,2,8,5,2,1,3,1,9,5,2,10,X,X
49091,49092,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
49092,49093,S92000003,P,2,1,4,1,2,1,1,1,2,2,5,5,4,3
49093,49094,S92000003,P,0,2,5,4,2,1,2,1,2,1,6,10,2,3
49094,49095,S92000003,P,2,1,3,1,2,1,2,1,1,1,9,2,3,4
49095,49096,S92000003,P,1,2,2,1,1,1,1,1,1,6,X,X,X,3
49096,49097,S92000003,P,2,1,4,1,2,2,1,4,2,1,6,11,3,4
49097,49098,S92000003,P,3,1,1,1,1,1,1,1,1,X,X,X,X,X
49098,49099,S92000003,P,1,2,6,2,2,1,1,1,2,1,2,11,3,2
49099,49100,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
49100,49101,S92000003,P,2,2,3,1,2,1,1,1,2,1,1,4,3,3
49101,49102,S92000003,P,1,2,4,2,2,1,2,1,2,1,2,10,3,1
49102,49103,S92000003,P,1,2,7,2,2,2,3,3,6,5,4,11,X,2
49103,49104,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
49104,49105,S92000003,P,1,1,4,2,2,1,1,1,2,1,3,9,3,2
49105,49106,S92000003,P,1,1,7,2,2,1,3,1,2,1,5,3,4,3
49106,49107,S92000003,P,1,1,7,2,2,1,3,1,2,5,8,6,X,4
49107,49108,S92000003,P,4,2,5,1,2,1,2,1,2,1,6,11,2,4
49108,49109,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
49109,49110,S92000003,P,1,1,5,2,2,1,1,1,2,1,8,4,3,3
49110,49111,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
49111,49112,S92000003,P,1,1,1,1,1,1,1,6,6,X,X,X,X,X
49112,49113,S92000003,P,2,2,2,1,2,1,1,1,2,1,7,4,3,2
49113,49114,S92000003,P,1,1,3,2,2,1,1,1,2,1,6,11,3,4
49114,49115,S92000003,P,1,2,6,2,2,1,2,1,2,1,6,11,3,3
49115,49116,S92000003,P,1,1,2,1,2,1,2,3,6,1,9,4,3,4
49116,49117,S92000003,P,1,2,4,2,2,1,3,1,2,1,6,11,3,3
49117,49118,S92000003,P,1,1,7,2,2,1,2,1,2,1,8,6,3,3
49118,49119,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
49119,49120,S92000003,P,0,2,6,3,2,1,4,1,1,5,9,12,X,4
49120,49121,S92000003,P,1,2,5,2,2,1,1,1,2,1,7,4,2,3
49121,49122,S92000003,P,2,2,6,4,2,1,4,1,1,8,2,11,X,1
49122,49123,S92000003,P,1,2,7,2,2,1,3,1,2,5,4,11,X,2
49123,49124,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
49124,49125,S92000003,P,0,1,3,1,2,1,1,1,1,1,7,4,3,4
49125,49126,S92000003,P,1,2,6,2,2,1,1,1,2,5,2,11,X,1
49126,49127,S92000003,P,2,2,3,1,2,1,1,1,1,1,6,10,3,2
49127,49128,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
49128,49129,S92000003,P,1,1,6,2,2,1,1,1,2,5,5,9,X,2
49129,49130,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
49130,49131,S92000003,P,1,2,2,1,1,1,1,1,1,4,X,X,X,2
49131,49132,S92000003,P,1,1,4,2,2,1,1,1,2,1,8,6,3,3
49132,49133,S92000003,P,1,1,7,2,2,1,1,1,2,1,2,11,3,2
49133,49134,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
49134,49135,S92000003,P,1,1,5,2,2,1,1,1,2,1,1,9,3,2
49135,49136,S92000003,P,1,1,7,2,2,1,3,1,2,5,9,2,X,4
49136,49137,S92000003,P,1,1,5,2,2,1,2,1,2,1,5,3,3,3
49137,49138,S92000003,P,2,2,2,1,2,1,1,1,1,3,9,5,X,4
49138,49139,S92000003,P,5,2,6,4,2,1,1,1,2,1,2,11,3,2
49139,49140,S92000003,P,2,1,1,1,2,1,1,1,2,X,X,X,X,X
49140,49141,S92000003,P,1,1,5,2,2,1,2,1,2,1,1,10,3,1
49141,49142,S92000003,P,1,2,3,2,2,1,1,1,1,1,2,11,2,2
49142,49143,S92000003,P,1,2,2,1,2,1,1,1,2,1,3,6,3,3
49143,49144,S92000003,P,2,1,5,1,2,1,3,1,2,1,5,2,3,3
49144,49145,S92000003,P,0,2,3,1,1,1,1,1,2,4,5,3,3,2
49145,49146,S92000003,P,1,2,4,2,2,1,1,1,1,1,2,6,4,1
49146,49147,S92000003,P,0,1,7,3,2,1,4,1,1,5,3,9,X,2
49147,49148,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
49148,49149,S92000003,P,0,2,8,5,2,1,2,1,2,5,9,11,X,4
49149,49150,S92000003,P,2,1,4,1,2,1,1,1,1,1,4,2,4,2
49150,49151,S92000003,P,1,1,6,2,2,1,2,1,2,5,9,3,X,3
49151,49152,S92000003,P,0,2,5,4,2,1,2,1,1,1,3,7,3,2
49152,49153,S92000003,P,1,1,6,2,2,1,1,1,2,1,6,11,3,4
49153,49154,S92000003,P,0,2,7,5,2,1,2,1,2,1,4,8,1,2
49154,49155,S92000003,P,0,2,6,2,2,1,2,1,1,9,4,10,X,2
49155,49156,S92000003,P,1,1,2,1,1,1,2,1,2,6,X,X,X,3
49156,49157,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
49157,49158,S92000003,P,1,1,3,2,2,1,2,1,1,1,3,12,2,2
49158,49159,S92000003,P,1,1,3,2,2,1,1,1,1,1,2,6,3,1
49159,49160,S92000003,P,1,2,6,2,2,1,2,1,2,5,4,11,X,3
49160,49161,S92000003,P,1,2,7,2,2,1,2,1,2,5,4,7,X,3
49161,49162,S92000003,P,1,1,1,1,1,1,2,1,2,X,X,X,X,X
49162,49163,S92000003,P,1,2,1,1,2,1,1,3,6,X,X,X,X,X
49163,49164,S92000003,P,1,2,6,2,2,1,2,1,1,1,4,3,3,2
49164,49165,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
49165,49166,S92000003,P,1,1,6,2,2,1,1,1,2,1,9,5,3,4
49166,49167,S92000003,P,2,1,2,1,2,1,1,1,1,1,8,4,4,4
49167,49168,S92000003,P,0,1,4,1,2,2,2,1,2,1,9,6,3,4
49168,49169,S92000003,P,0,2,8,5,2,1,3,1,2,5,4,10,X,2
49169,49170,S92000003,P,1,1,4,3,2,1,2,1,2,1,7,4,2,2
49170,49171,S92000003,P,0,1,6,4,2,1,2,1,1,1,5,8,3,3
49171,49172,S92000003,P,1,2,4,2,2,1,1,1,2,1,4,11,2,4
49172,49173,S92000003,P,0,2,8,5,2,1,2,1,2,5,7,4,X,4
49173,49174,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
49174,49175,S92000003,P,1,1,6,2,2,1,1,1,2,2,5,3,3,3
49175,49176,S92000003,P,1,2,6,2,2,1,1,1,2,1,4,11,3,3
49176,49177,S92000003,P,0,2,3,1,2,1,2,1,9,1,2,10,3,1
49177,49178,S92000003,P,1,2,7,2,2,1,2,1,1,5,2,11,X,1
49178,49179,S92000003,P,2,1,3,1,2,1,1,1,2,1,9,8,4,3
49179,49180,S92000003,P,1,2,6,2,2,1,1,1,2,5,6,11,X,1
49180,49181,S92000003,P,0,1,6,1,2,1,1,1,1,2,8,3,4,3
49181,49182,S92000003,P,4,2,1,1,2,1,2,1,1,X,X,X,X,X
49182,49183,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
49183,49184,S92000003,P,1,1,8,2,2,1,3,1,2,5,1,2,X,1
49184,49185,S92000003,P,1,1,5,2,2,1,2,1,2,7,5,5,X,3
49185,49186,S92000003,P,1,2,6,2,2,1,2,1,2,5,7,4,X,4
49186,49187,S92000003,P,1,2,6,2,2,1,1,1,2,1,2,10,3,1
49187,49188,S92000003,P,2,2,3,1,2,1,1,1,2,1,7,4,3,4
49188,49189,S92000003,P,1,2,1,1,1,1,2,1,2,X,X,X,X,X
49189,49190,S92000003,P,0,1,3,1,2,1,1,1,2,1,3,9,4,2
49190,49191,S92000003,P,2,2,1,1,2,1,2,1,9,X,X,X,X,X
49191,49192,S92000003,P,4,1,2,1,2,1,2,1,9,9,5,2,X,3
49192,49193,S92000003,P,0,2,8,5,2,1,3,1,2,5,9,5,X,4
49193,49194,S92000003,P,1,2,3,2,2,1,1,1,2,1,2,11,3,3
49194,49195,S92000003,P,4,1,1,1,2,1,1,1,2,X,X,X,X,X
49195,49196,S92000003,P,1,1,3,2,2,1,1,1,2,1,2,8,3,1
49196,49197,S92000003,P,1,1,7,2,2,1,1,1,2,5,3,3,X,2
49197,49198,S92000003,P,4,2,2,1,2,1,1,1,2,7,X,X,X,4
49198,49199,S92000003,P,2,2,3,1,2,1,2,1,1,1,3,7,3,2
49199,49200,S92000003,P,4,2,4,1,2,1,1,1,2,1,6,11,3,4
49200,49201,S92000003,P,4,2,4,1,2,1,1,1,1,3,9,5,X,4
49201,49202,S92000003,P,0,2,3,1,2,2,1,1,2,1,4,13,3,2
49202,49203,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
49203,49204,S92000003,P,1,2,6,2,2,1,3,1,2,8,6,11,X,4
49204,49205,S92000003,P,2,1,3,1,2,1,2,1,1,1,8,2,3,4
49205,49206,S92000003,P,0,2,8,5,2,1,3,1,2,5,2,10,X,1
49206,49207,S92000003,P,0,1,4,1,2,1,1,1,1,1,3,4,3,2
49207,49208,S92000003,P,4,2,3,1,2,1,1,1,1,7,X,X,X,4
49208,49209,S92000003,P,1,1,5,2,2,1,1,1,2,1,2,11,3,1
49209,49210,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
49210,49211,S92000003,P,2,2,5,3,2,1,2,1,2,1,6,11,2,3
49211,49212,S92000003,P,0,2,6,4,2,1,3,1,2,8,7,4,X,4
49212,49213,S92000003,P,1,1,4,2,2,1,1,1,2,1,9,8,3,4
49213,49214,S92000003,P,0,1,3,1,2,1,1,1,2,1,3,9,3,2
49214,49215,S92000003,P,2,2,2,1,2,1,2,1,2,1,2,4,3,1
49215,49216,S92000003,P,1,2,6,2,2,1,3,1,2,5,9,2,X,4
49216,49217,S92000003,P,1,1,5,2,2,1,1,1,2,1,5,2,3,3
49217,49218,S92000003,P,5,1,4,3,2,1,1,1,1,3,9,6,X,4
49218,49219,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
49219,49220,S92000003,P,1,1,7,2,2,1,5,1,2,5,9,6,X,4
49220,49221,S92000003,P,1,2,4,2,2,1,1,1,1,1,8,2,2,4
49221,49222,S92000003,P,1,2,4,2,2,1,2,1,2,1,2,11,3,2
49222,49223,S92000003,P,1,1,7,2,2,1,2,1,2,5,9,6,X,4
49223,49224,S92000003,P,1,2,6,2,2,1,3,1,2,1,4,9,2,2
49224,49225,S92000003,P,0,1,3,1,2,1,2,1,1,1,7,8,3,1
49225,49226,S92000003,P,1,1,4,2,2,1,2,1,2,1,1,8,3,1
49226,49227,S92000003,P,1,2,2,1,2,1,2,1,2,1,6,13,3,2
49227,49228,S92000003,P,1,1,5,2,2,1,1,1,1,1,5,3,3,3
49228,49229,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,3
49229,49230,S92000003,P,2,1,5,4,2,1,2,1,2,1,3,2,3,2
49230,49231,S92000003,P,4,2,4,1,2,1,2,1,2,3,7,4,X,4
49231,49232,S92000003,P,5,2,7,1,2,1,2,1,2,1,9,5,2,3
49232,49233,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
49233,49234,S92000003,P,2,1,2,1,1,1,1,1,1,6,X,X,X,4
49234,49235,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
49235,49236,S92000003,P,4,2,2,1,1,1,1,1,2,4,7,4,1,1
49236,49237,S92000003,P,1,1,3,1,2,1,1,1,2,3,9,5,X,2
49237,49238,S92000003,P,0,2,8,5,2,1,1,1,2,9,7,6,X,2
49238,49239,S92000003,P,1,2,6,2,2,1,4,1,2,5,7,11,X,3
49239,49240,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
49240,49241,S92000003,P,0,2,8,5,2,1,3,1,2,5,5,2,X,4
49241,49242,S92000003,P,0,1,7,5,2,1,3,1,2,5,6,6,X,4
49242,49243,S92000003,P,2,2,3,1,2,1,2,1,2,1,4,7,3,2
49243,49244,S92000003,P,0,2,5,5,2,1,2,1,2,1,6,6,4,2
49244,49245,S92000003,C,X,2,6,4,2,1,4,1,9,5,7,4,X,X
49245,49246,S92000003,P,1,2,4,2,2,1,2,1,2,1,4,8,3,1
49246,49247,S92000003,P,1,2,2,1,2,1,1,1,2,1,6,8,3,2
49247,49248,S92000003,P,4,2,3,1,2,1,1,1,2,3,6,5,X,4
49248,49249,S92000003,P,4,1,6,1,2,1,4,1,2,8,8,2,X,2
49249,49250,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,4
49250,49251,S92000003,P,1,2,5,2,2,1,5,1,2,8,7,4,X,3
49251,49252,S92000003,P,1,1,8,2,2,1,2,1,1,5,8,2,X,3
